N,r,rho,regime,L,window,validated_R,R,precision,recall,FP,FN,TP
2017,42,0.020823004462072386,HIGH_SNR,131072,blackman,9,8,0.900952380952381,0.7073170731707317,52.0,12.0,29.0
2017,42,0.020823004462072386,HIGH_SNR,131072,blackman,9,9,0.9352380952380952,0.7073170731707317,34.0,12.0,29.0
2017,42,0.020823004462072386,HIGH_SNR,131072,blackman,9,10,0.96,0.7073170731707317,21.0,12.0,29.0
2017,42,0.020823004462072386,HIGH_SNR,131072,blackman,9,11,0.96,0.7073170731707317,21.0,12.0,29.0
2017,42,0.020823004462072386,HIGH_SNR,262144,hann,10,2,0.1954242135367016,1.0,844.0,0.0,41.0
2017,42,0.020823004462072386,HIGH_SNR,262144,hann,10,3,0.27359389895138225,1.0,762.0,0.0,41.0
2017,42,0.020823004462072386,HIGH_SNR,262144,hann,10,4,0.3517635843660629,1.0,680.0,0.0,41.0
2017,42,0.020823004462072386,HIGH_SNR,262144,hann,10,5,0.4299332697807436,1.0,598.0,0.0,41.0
2017,42,0.020823004462072386,HIGH_SNR,262144,hann,10,6,0.49857006673021925,1.0,526.0,0.0,41.0
2017,42,0.020823004462072386,HIGH_SNR,262144,hann,10,7,0.553860819828408,1.0,468.0,0.0,41.0
2017,42,0.020823004462072386,HIGH_SNR,262144,hann,10,8,0.5862726406101049,1.0,434.0,0.0,41.0
2017,42,0.020823004462072386,HIGH_SNR,262144,hann,10,9,0.6415633937082936,1.0,376.0,0.0,41.0
2017,42,0.020823004462072386,HIGH_SNR,262144,hann,10,10,0.6968541468064824,1.0,318.0,0.0,41.0
2017,42,0.020823004462072386,HIGH_SNR,262144,hann,10,11,0.7387988560533841,1.0,274.0,0.0,41.0
2017,42,0.020823004462072386,HIGH_SNR,262144,hamming,10,2,0.1954242135367016,1.0,844.0,0.0,41.0
2017,42,0.020823004462072386,HIGH_SNR,262144,hamming,10,3,0.2716873212583413,1.0,764.0,0.0,41.0
2017,42,0.020823004462072386,HIGH_SNR,262144,hamming,10,4,0.32697807435653004,1.0,706.0,0.0,41.0
2017,42,0.020823004462072386,HIGH_SNR,262144,hamming,10,5,0.3822688274547188,1.0,648.0,0.0,41.0
2017,42,0.020823004462072386,HIGH_SNR,262144,hamming,10,6,0.43755958055290756,1.0,590.0,0.0,41.0
2017,42,0.020823004462072386,HIGH_SNR,262144,hamming,10,7,0.47378455672068637,1.0,552.0,0.0,41.0
2017,42,0.020823004462072386,HIGH_SNR,262144,hamming,10,8,0.4852240228789323,1.0,540.0,0.0,41.0
2017,42,0.020823004462072386,HIGH_SNR,262144,hamming,10,9,0.5023832221163013,1.0,522.0,0.0,41.0
2017,42,0.020823004462072386,HIGH_SNR,262144,hamming,10,10,0.5042897998093422,1.0,520.0,0.0,41.0
2017,42,0.020823004462072386,HIGH_SNR,262144,hamming,10,11,0.5042897998093422,1.0,520.0,0.0,41.0
2017,42,0.020823004462072386,HIGH_SNR,262144,blackman,10,2,0.1954242135367016,1.0,844.0,0.0,41.0
2017,42,0.020823004462072386,HIGH_SNR,262144,blackman,10,3,0.27359389895138225,1.0,762.0,0.0,41.0
2017,42,0.020823004462072386,HIGH_SNR,262144,blackman,10,4,0.3517635843660629,1.0,680.0,0.0,41.0
2017,42,0.020823004462072386,HIGH_SNR,262144,blackman,10,5,0.4299332697807436,1.0,598.0,0.0,41.0
2017,42,0.020823004462072386,HIGH_SNR,262144,blackman,10,6,0.5081029551954243,1.0,516.0,0.0,41.0
2017,42,0.020823004462072386,HIGH_SNR,262144,blackman,10,7,0.5862726406101049,1.0,434.0,0.0,41.0
2017,42,0.020823004462072386,HIGH_SNR,262144,blackman,10,8,0.6644423260247855,1.0,352.0,0.0,41.0
2017,42,0.020823004462072386,HIGH_SNR,262144,blackman,10,9,0.7197330791229742,1.0,294.0,0.0,41.0
2017,42,0.020823004462072386,HIGH_SNR,262144,blackman,10,10,0.775023832221163,1.0,236.0,0.0,41.0
2017,42,0.020823004462072386,HIGH_SNR,262144,blackman,10,11,0.8036224976167778,1.0,206.0,0.0,41.0
2017,504,0.2498760535448686,TRANSITION,65536,hann,9,2,0.8326996197718631,0.10934393638170974,44.0,448.0,55.0
2017,504,0.2498760535448686,TRANSITION,65536,hann,9,3,0.9695817490494296,0.10934393638170974,8.0,448.0,55.0
2017,504,0.2498760535448686,TRANSITION,65536,hann,9,4,0.9923954372623575,0.10934393638170974,2.0,448.0,55.0
2017,504,0.2498760535448686,TRANSITION,65536,hann,9,5,1.0,0.10934393638170974,0.0,448.0,55.0
2017,504,0.2498760535448686,TRANSITION,65536,hann,9,6,1.0,0.10934393638170974,0.0,448.0,55.0
2017,504,0.2498760535448686,TRANSITION,65536,hann,9,7,1.0,0.10934393638170974,0.0,448.0,55.0
2017,504,0.2498760535448686,TRANSITION,65536,hann,9,8,1.0,0.10934393638170974,0.0,448.0,55.0
2017,504,0.2498760535448686,TRANSITION,65536,hann,9,9,1.0,0.10934393638170974,0.0,448.0,55.0
2017,504,0.2498760535448686,TRANSITION,65536,hann,9,10,1.0,0.10934393638170974,0.0,448.0,55.0
2017,504,0.2498760535448686,TRANSITION,65536,hamming,9,2,0.8935361216730038,0.13320079522862824,28.0,436.0,67.0
2017,504,0.2498760535448686,TRANSITION,65536,hamming,9,3,0.9771863117870723,0.13320079522862824,6.0,436.0,67.0
2017,504,0.2498760535448686,TRANSITION,65536,hamming,9,4,0.9923954372623575,0.13320079522862824,2.0,436.0,67.0
2017,504,0.2498760535448686,TRANSITION,65536,hamming,9,5,1.0,0.13320079522862824,0.0,436.0,67.0
2017,504,0.2498760535448686,TRANSITION,65536,hamming,9,6,1.0,0.13320079522862824,0.0,436.0,67.0
2017,504,0.2498760535448686,TRANSITION,65536,hamming,9,7,1.0,0.13320079522862824,0.0,436.0,67.0
2017,504,0.2498760535448686,TRANSITION,65536,hamming,9,8,1.0,0.13320079522862824,0.0,436.0,67.0
2017,504,0.2498760535448686,TRANSITION,65536,hamming,9,9,1.0,0.13320079522862824,0.0,436.0,67.0
2017,504,0.2498760535448686,TRANSITION,65536,hamming,9,10,1.0,0.13320079522862824,0.0,436.0,67.0
2017,504,0.2498760535448686,TRANSITION,65536,blackman,9,2,0.7566539923954373,0.09343936381709742,64.0,456.0,47.0
2017,504,0.2498760535448686,TRANSITION,65536,blackman,9,3,0.9239543726235742,0.09343936381709742,20.0,456.0,47.0
2017,504,0.2498760535448686,TRANSITION,65536,blackman,9,4,0.9771863117870723,0.09343936381709742,6.0,456.0,47.0
2017,504,0.2498760535448686,TRANSITION,65536,blackman,9,5,0.9923954372623575,0.09343936381709742,2.0,456.0,47.0
2017,504,0.2498760535448686,TRANSITION,65536,blackman,9,6,1.0,0.09343936381709742,0.0,456.0,47.0
2017,504,0.2498760535448686,TRANSITION,65536,blackman,9,7,1.0,0.09343936381709742,0.0,456.0,47.0
2017,504,0.2498760535448686,TRANSITION,65536,blackman,9,8,1.0,0.09343936381709742,0.0,456.0,47.0
2017,504,0.2498760535448686,TRANSITION,65536,blackman,9,9,1.0,0.09343936381709742,0.0,456.0,47.0
2017,504,0.2498760535448686,TRANSITION,65536,blackman,9,10,1.0,0.09343936381709742,0.0,456.0,47.0
2017,504,0.2498760535448686,TRANSITION,131072,hann,9,2,0.8247619047619048,0.21669980119284293,92.0,394.0,109.0
2017,504,0.2498760535448686,TRANSITION,131072,hann,9,3,0.9580952380952381,0.21669980119284293,22.0,394.0,109.0
2017,504,0.2498760535448686,TRANSITION,131072,hann,9,4,0.9923809523809524,0.21669980119284293,4.0,394.0,109.0
2017,504,0.2498760535448686,TRANSITION,131072,hann,9,5,1.0,0.21669980119284293,0.0,394.0,109.0
2017,504,0.2498760535448686,TRANSITION,131072,hann,9,6,1.0,0.21669980119284293,0.0,394.0,109.0
2017,504,0.2498760535448686,TRANSITION,131072,hann,9,7,1.0,0.21669980119284293,0.0,394.0,109.0
2017,504,0.2498760535448686,TRANSITION,131072,hann,9,8,1.0,0.21669980119284293,0.0,394.0,109.0
2017,504,0.2498760535448686,TRANSITION,131072,hann,9,9,1.0,0.21669980119284293,0.0,394.0,109.0
2017,504,0.2498760535448686,TRANSITION,131072,hann,9,10,1.0,0.21669980119284293,0.0,394.0,109.0
2017,504,0.2498760535448686,TRANSITION,131072,hann,9,11,1.0,0.21669980119284293,0.0,394.0,109.0
2017,504,0.2498760535448686,TRANSITION,131072,hamming,9,2,0.8666666666666667,0.23260437375745527,70.0,386.0,117.0
2017,504,0.2498760535448686,TRANSITION,131072,hamming,9,3,0.9771428571428571,0.23260437375745527,12.0,386.0,117.0
2017,504,0.2498760535448686,TRANSITION,131072,hamming,9,4,0.9961904761904762,0.23260437375745527,2.0,386.0,117.0
2017,504,0.2498760535448686,TRANSITION,131072,hamming,9,5,1.0,0.23260437375745527,0.0,386.0,117.0
2017,504,0.2498760535448686,TRANSITION,131072,hamming,9,6,1.0,0.23260437375745527,0.0,386.0,117.0
2017,504,0.2498760535448686,TRANSITION,131072,hamming,9,7,1.0,0.23260437375745527,0.0,386.0,117.0
2017,504,0.2498760535448686,TRANSITION,131072,hamming,9,8,1.0,0.23260437375745527,0.0,386.0,117.0
2017,504,0.2498760535448686,TRANSITION,131072,hamming,9,9,1.0,0.23260437375745527,0.0,386.0,117.0
2017,504,0.2498760535448686,TRANSITION,131072,hamming,9,10,1.0,0.23260437375745527,0.0,386.0,117.0
2017,504,0.2498760535448686,TRANSITION,131072,hamming,9,11,1.0,0.23260437375745527,0.0,386.0,117.0
2017,504,0.2498760535448686,TRANSITION,131072,blackman,9,2,0.7638095238095238,0.1848906560636183,124.0,410.0,93.0
2017,504,0.2498760535448686,TRANSITION,131072,blackman,9,3,0.9085714285714286,0.1848906560636183,48.0,410.0,93.0
2017,504,0.2498760535448686,TRANSITION,131072,blackman,9,4,0.9771428571428571,0.1848906560636183,12.0,410.0,93.0
2017,504,0.2498760535448686,TRANSITION,131072,blackman,9,5,0.9923809523809524,0.1848906560636183,4.0,410.0,93.0
2017,504,0.2498760535448686,TRANSITION,131072,blackman,9,6,1.0,0.1848906560636183,0.0,410.0,93.0
2017,504,0.2498760535448686,TRANSITION,131072,blackman,9,7,1.0,0.1848906560636183,0.0,410.0,93.0
2017,504,0.2498760535448686,TRANSITION,131072,blackman,9,8,1.0,0.1848906560636183,0.0,410.0,93.0
2017,504,0.2498760535448686,TRANSITION,131072,blackman,9,9,1.0,0.1848906560636183,0.0,410.0,93.0
2017,504,0.2498760535448686,TRANSITION,131072,blackman,9,10,1.0,0.1848906560636183,0.0,410.0,93.0
2017,504,0.2498760535448686,TRANSITION,131072,blackman,9,11,1.0,0.1848906560636183,0.0,410.0,93.0
2017,504,0.2498760535448686,TRANSITION,262144,hann,10,2,0.7616777883698761,0.35984095427435386,250.0,322.0,181.0
2017,504,0.2498760535448686,TRANSITION,262144,hann,10,3,0.9313632030505243,0.35984095427435386,72.0,322.0,181.0
2017,504,0.2498760535448686,TRANSITION,262144,hann,10,4,0.988560533841754,0.35984095427435386,12.0,322.0,181.0
2017,504,0.2498760535448686,TRANSITION,262144,hann,10,5,0.998093422306959,0.35984095427435386,2.0,322.0,181.0
2017,504,0.2498760535448686,TRANSITION,262144,hann,10,6,1.0,0.35984095427435386,0.0,322.0,181.0
2017,504,0.2498760535448686,TRANSITION,262144,hann,10,7,1.0,0.35984095427435386,0.0,322.0,181.0
2017,504,0.2498760535448686,TRANSITION,262144,hann,10,8,1.0,0.35984095427435386,0.0,322.0,181.0
2017,504,0.2498760535448686,TRANSITION,262144,hann,10,9,1.0,0.35984095427435386,0.0,322.0,181.0
2017,504,0.2498760535448686,TRANSITION,262144,hann,10,10,1.0,0.35984095427435386,0.0,322.0,181.0
2017,504,0.2498760535448686,TRANSITION,262144,hann,10,11,1.0,0.35984095427435386,0.0,322.0,181.0
2017,504,0.2498760535448686,TRANSITION,262144,hamming,10,2,0.8112488083889419,0.40755467196819084,198.0,298.0,205.0
2017,504,0.2498760535448686,TRANSITION,262144,hamming,10,3,0.9523355576739753,0.40755467196819084,50.0,298.0,205.0
2017,504,0.2498760535448686,TRANSITION,262144,hamming,10,4,0.994280266920877,0.40755467196819084,6.0,298.0,205.0
2017,504,0.2498760535448686,TRANSITION,262144,hamming,10,5,1.0,0.40755467196819084,0.0,298.0,205.0
2017,504,0.2498760535448686,TRANSITION,262144,hamming,10,6,1.0,0.40755467196819084,0.0,298.0,205.0
2017,504,0.2498760535448686,TRANSITION,262144,hamming,10,7,1.0,0.40755467196819084,0.0,298.0,205.0
2017,504,0.2498760535448686,TRANSITION,262144,hamming,10,8,1.0,0.40755467196819084,0.0,298.0,205.0
2017,504,0.2498760535448686,TRANSITION,262144,hamming,10,9,1.0,0.40755467196819084,0.0,298.0,205.0
2017,504,0.2498760535448686,TRANSITION,262144,hamming,10,10,1.0,0.40755467196819084,0.0,298.0,205.0
2017,504,0.2498760535448686,TRANSITION,262144,hamming,10,11,1.0,0.40755467196819084,0.0,298.0,205.0
2017,504,0.2498760535448686,TRANSITION,262144,blackman,10,2,0.6987607244995233,0.3240556660039761,316.0,340.0,163.0
2017,504,0.2498760535448686,TRANSITION,262144,blackman,10,3,0.8817921830314586,0.3240556660039761,124.0,340.0,163.0
2017,504,0.2498760535448686,TRANSITION,262144,blackman,10,4,0.9618684461391802,0.3240556660039761,40.0,340.0,163.0
2017,504,0.2498760535448686,TRANSITION,262144,blackman,10,5,0.994280266920877,0.3240556660039761,6.0,340.0,163.0
2017,504,0.2498760535448686,TRANSITION,262144,blackman,10,6,0.998093422306959,0.3240556660039761,2.0,340.0,163.0
2017,504,0.2498760535448686,TRANSITION,262144,blackman,10,7,1.0,0.3240556660039761,0.0,340.0,163.0
2017,504,0.2498760535448686,TRANSITION,262144,blackman,10,8,1.0,0.3240556660039761,0.0,340.0,163.0
2017,504,0.2498760535448686,TRANSITION,262144,blackman,10,9,1.0,0.3240556660039761,0.0,340.0,163.0
2017,504,0.2498760535448686,TRANSITION,262144,blackman,10,10,1.0,0.3240556660039761,0.0,340.0,163.0
2017,504,0.2498760535448686,TRANSITION,262144,blackman,10,11,1.0,0.3240556660039761,0.0,340.0,163.0
2017,1008,0.4997521070897372,LOW_SNR,65536,hann,9,2,0.8136882129277566,0.0605759682224429,49.0,946.0,61.0
2017,1008,0.4997521070897372,LOW_SNR,65536,hann,9,3,0.9201520912547528,0.0605759682224429,21.0,946.0,61.0
2017,1008,0.4997521070897372,LOW_SNR,65536,hann,9,4,0.9809885931558935,0.0605759682224429,5.0,946.0,61.0
2017,1008,0.4997521070897372,LOW_SNR,65536,hann,9,5,0.9809885931558935,0.0605759682224429,5.0,946.0,61.0
2017,1008,0.4997521070897372,LOW_SNR,65536,hann,9,6,0.9809885931558935,0.0605759682224429,5.0,946.0,61.0
2017,1008,0.4997521070897372,LOW_SNR,65536,hann,9,7,0.9809885931558935,0.0605759682224429,5.0,946.0,61.0
2017,1008,0.4997521070897372,LOW_SNR,65536,hann,9,8,0.9809885931558935,0.0605759682224429,5.0,946.0,61.0
2017,1008,0.4997521070897372,LOW_SNR,65536,hann,9,9,0.9809885931558935,0.0605759682224429,5.0,946.0,61.0
2017,1008,0.4997521070897372,LOW_SNR,65536,hann,9,10,0.9809885931558935,0.0605759682224429,5.0,946.0,61.0
2017,1008,0.4997521070897372,LOW_SNR,65536,hamming,9,2,0.8593155893536122,0.06852035749751738,37.0,938.0,69.0
2017,1008,0.4997521070897372,LOW_SNR,65536,hamming,9,3,0.9505703422053232,0.06852035749751738,13.0,938.0,69.0
2017,1008,0.4997521070897372,LOW_SNR,65536,hamming,9,4,0.9809885931558935,0.06852035749751738,5.0,938.0,69.0
2017,1008,0.4997521070897372,LOW_SNR,65536,hamming,9,5,0.9809885931558935,0.06852035749751738,5.0,938.0,69.0
2017,1008,0.4997521070897372,LOW_SNR,65536,hamming,9,6,0.9809885931558935,0.06852035749751738,5.0,938.0,69.0
2017,1008,0.4997521070897372,LOW_SNR,65536,hamming,9,7,0.9809885931558935,0.06852035749751738,5.0,938.0,69.0
2017,1008,0.4997521070897372,LOW_SNR,65536,hamming,9,8,0.9809885931558935,0.06852035749751738,5.0,938.0,69.0
2017,1008,0.4997521070897372,LOW_SNR,65536,hamming,9,9,0.9809885931558935,0.06852035749751738,5.0,938.0,69.0
2017,1008,0.4997521070897372,LOW_SNR,65536,hamming,9,10,0.9809885931558935,0.06852035749751738,5.0,938.0,69.0
2017,1008,0.4997521070897372,LOW_SNR,65536,blackman,9,2,0.7452471482889734,0.05461767626613704,67.0,952.0,55.0
2017,1008,0.4997521070897372,LOW_SNR,65536,blackman,9,3,0.8669201520912547,0.05461767626613704,35.0,952.0,55.0
2017,1008,0.4997521070897372,LOW_SNR,65536,blackman,9,4,0.9505703422053232,0.05461767626613704,13.0,952.0,55.0
2017,1008,0.4997521070897372,LOW_SNR,65536,blackman,9,5,0.973384030418251,0.05461767626613704,7.0,952.0,55.0
2017,1008,0.4997521070897372,LOW_SNR,65536,blackman,9,6,0.973384030418251,0.05461767626613704,7.0,952.0,55.0
2017,1008,0.4997521070897372,LOW_SNR,65536,blackman,9,7,0.973384030418251,0.05461767626613704,7.0,952.0,55.0
2017,1008,0.4997521070897372,LOW_SNR,65536,blackman,9,8,0.973384030418251,0.05461767626613704,7.0,952.0,55.0
2017,1008,0.4997521070897372,LOW_SNR,65536,blackman,9,9,0.973384030418251,0.05461767626613704,7.0,952.0,55.0
2017,1008,0.4997521070897372,LOW_SNR,65536,blackman,9,10,0.973384030418251,0.05461767626613704,7.0,952.0,55.0
2017,1008,0.4997521070897372,LOW_SNR,131072,hann,9,2,0.8438095238095238,0.11817279046673287,82.0,888.0,119.0
2017,1008,0.4997521070897372,LOW_SNR,131072,hann,9,3,0.9295238095238095,0.11817279046673287,37.0,888.0,119.0
2017,1008,0.4997521070897372,LOW_SNR,131072,hann,9,4,0.9752380952380952,0.11817279046673287,13.0,888.0,119.0
2017,1008,0.4997521070897372,LOW_SNR,131072,hann,9,5,0.9866666666666667,0.11817279046673287,7.0,888.0,119.0
2017,1008,0.4997521070897372,LOW_SNR,131072,hann,9,6,0.9866666666666667,0.11817279046673287,7.0,888.0,119.0
2017,1008,0.4997521070897372,LOW_SNR,131072,hann,9,7,0.9866666666666667,0.11817279046673287,7.0,888.0,119.0
2017,1008,0.4997521070897372,LOW_SNR,131072,hann,9,8,0.9866666666666667,0.11817279046673287,7.0,888.0,119.0
2017,1008,0.4997521070897372,LOW_SNR,131072,hann,9,9,0.9866666666666667,0.11817279046673287,7.0,888.0,119.0
2017,1008,0.4997521070897372,LOW_SNR,131072,hann,9,10,0.9866666666666667,0.11817279046673287,7.0,888.0,119.0
2017,1008,0.4997521070897372,LOW_SNR,131072,hann,9,11,0.9866666666666667,0.11817279046673287,7.0,888.0,119.0
2017,1008,0.4997521070897372,LOW_SNR,131072,hamming,9,2,0.8914285714285715,0.13604766633565044,57.0,870.0,137.0
2017,1008,0.4997521070897372,LOW_SNR,131072,hamming,9,3,0.9561904761904761,0.13604766633565044,23.0,870.0,137.0
2017,1008,0.4997521070897372,LOW_SNR,131072,hamming,9,4,0.9866666666666667,0.13604766633565044,7.0,870.0,137.0
2017,1008,0.4997521070897372,LOW_SNR,131072,hamming,9,5,0.9866666666666667,0.13604766633565044,7.0,870.0,137.0
2017,1008,0.4997521070897372,LOW_SNR,131072,hamming,9,6,0.9866666666666667,0.13604766633565044,7.0,870.0,137.0
2017,1008,0.4997521070897372,LOW_SNR,131072,hamming,9,7,0.9866666666666667,0.13604766633565044,7.0,870.0,137.0
2017,1008,0.4997521070897372,LOW_SNR,131072,hamming,9,8,0.9866666666666667,0.13604766633565044,7.0,870.0,137.0
2017,1008,0.4997521070897372,LOW_SNR,131072,hamming,9,9,0.9866666666666667,0.13604766633565044,7.0,870.0,137.0
2017,1008,0.4997521070897372,LOW_SNR,131072,hamming,9,10,0.9866666666666667,0.13604766633565044,7.0,870.0,137.0
2017,1008,0.4997521070897372,LOW_SNR,131072,hamming,9,11,0.9866666666666667,0.13604766633565044,7.0,870.0,137.0
2017,1008,0.4997521070897372,LOW_SNR,131072,blackman,9,2,0.8,0.10625620655412116,105.0,900.0,107.0
2017,1008,0.4997521070897372,LOW_SNR,131072,blackman,9,3,0.9104761904761904,0.10625620655412116,47.0,900.0,107.0
2017,1008,0.4997521070897372,LOW_SNR,131072,blackman,9,4,0.96,0.10625620655412116,21.0,900.0,107.0
2017,1008,0.4997521070897372,LOW_SNR,131072,blackman,9,5,0.9866666666666667,0.10625620655412116,7.0,900.0,107.0
2017,1008,0.4997521070897372,LOW_SNR,131072,blackman,9,6,0.9866666666666667,0.10625620655412116,7.0,900.0,107.0
2017,1008,0.4997521070897372,LOW_SNR,131072,blackman,9,7,0.9866666666666667,0.10625620655412116,7.0,900.0,107.0
2017,1008,0.4997521070897372,LOW_SNR,131072,blackman,9,8,0.9866666666666667,0.10625620655412116,7.0,900.0,107.0
2017,1008,0.4997521070897372,LOW_SNR,131072,blackman,9,9,0.9866666666666667,0.10625620655412116,7.0,900.0,107.0
2017,1008,0.4997521070897372,LOW_SNR,131072,blackman,9,10,0.9866666666666667,0.10625620655412116,7.0,900.0,107.0
2017,1008,0.4997521070897372,LOW_SNR,131072,blackman,9,11,0.9866666666666667,0.10625620655412116,7.0,900.0,107.0
2017,1008,0.4997521070897372,LOW_SNR,262144,hann,10,2,0.8541468064823642,0.22542204568023833,153.0,780.0,227.0
2017,1008,0.4997521070897372,LOW_SNR,262144,hann,10,3,0.9571020019065777,0.22542204568023833,45.0,780.0,227.0
2017,1008,0.4997521070897372,LOW_SNR,262144,hann,10,4,0.9857006673021925,0.22542204568023833,15.0,780.0,227.0
2017,1008,0.4997521070897372,LOW_SNR,262144,hann,10,5,0.9933269780743565,0.22542204568023833,7.0,780.0,227.0
2017,1008,0.4997521070897372,LOW_SNR,262144,hann,10,6,0.9933269780743565,0.22542204568023833,7.0,780.0,227.0
2017,1008,0.4997521070897372,LOW_SNR,262144,hann,10,7,0.9933269780743565,0.22542204568023833,7.0,780.0,227.0
2017,1008,0.4997521070897372,LOW_SNR,262144,hann,10,8,0.9933269780743565,0.22542204568023833,7.0,780.0,227.0
2017,1008,0.4997521070897372,LOW_SNR,262144,hann,10,9,0.9933269780743565,0.22542204568023833,7.0,780.0,227.0
2017,1008,0.4997521070897372,LOW_SNR,262144,hann,10,10,0.9933269780743565,0.22542204568023833,7.0,780.0,227.0
2017,1008,0.4997521070897372,LOW_SNR,262144,hann,10,11,0.9933269780743565,0.22542204568023833,7.0,780.0,227.0
2017,1008,0.4997521070897372,LOW_SNR,262144,hamming,10,2,0.877025738798856,0.2313803376365442,129.0,774.0,233.0
2017,1008,0.4997521070897372,LOW_SNR,262144,hamming,10,3,0.9628217349857007,0.2313803376365442,39.0,774.0,233.0
2017,1008,0.4997521070897372,LOW_SNR,262144,hamming,10,4,0.9876072449952336,0.2313803376365442,13.0,774.0,233.0
2017,1008,0.4997521070897372,LOW_SNR,262144,hamming,10,5,0.9933269780743565,0.2313803376365442,7.0,774.0,233.0
2017,1008,0.4997521070897372,LOW_SNR,262144,hamming,10,6,0.9933269780743565,0.2313803376365442,7.0,774.0,233.0
2017,1008,0.4997521070897372,LOW_SNR,262144,hamming,10,7,0.9933269780743565,0.2313803376365442,7.0,774.0,233.0
2017,1008,0.4997521070897372,LOW_SNR,262144,hamming,10,8,0.9933269780743565,0.2313803376365442,7.0,774.0,233.0
2017,1008,0.4997521070897372,LOW_SNR,262144,hamming,10,9,0.9933269780743565,0.2313803376365442,7.0,774.0,233.0
2017,1008,0.4997521070897372,LOW_SNR,262144,hamming,10,10,0.9933269780743565,0.2313803376365442,7.0,774.0,233.0
2017,1008,0.4997521070897372,LOW_SNR,262144,hamming,10,11,0.9933269780743565,0.2313803376365442,7.0,774.0,233.0
2017,1008,0.4997521070897372,LOW_SNR,262144,blackman,10,2,0.7893231649189705,0.2015888778550149,221.0,804.0,203.0
2017,1008,0.4997521070897372,LOW_SNR,262144,blackman,10,3,0.9151572926596759,0.2015888778550149,89.0,804.0,203.0
2017,1008,0.4997521070897372,LOW_SNR,262144,blackman,10,4,0.9628217349857007,0.2015888778550149,39.0,804.0,203.0
2017,1008,0.4997521070897372,LOW_SNR,262144,blackman,10,5,0.9857006673021925,0.2015888778550149,15.0,804.0,203.0
2017,1008,0.4997521070897372,LOW_SNR,262144,blackman,10,6,0.9914204003813155,0.2015888778550149,9.0,804.0,203.0
2017,1008,0.4997521070897372,LOW_SNR,262144,blackman,10,7,0.9914204003813155,0.2015888778550149,9.0,804.0,203.0
2017,1008,0.4997521070897372,LOW_SNR,262144,blackman,10,8,0.9914204003813155,0.2015888778550149,9.0,804.0,203.0
2017,1008,0.4997521070897372,LOW_SNR,262144,blackman,10,9,0.9914204003813155,0.2015888778550149,9.0,804.0,203.0
2017,1008,0.4997521070897372,LOW_SNR,262144,blackman,10,10,0.9914204003813155,0.2015888778550149,9.0,804.0,203.0
2017,1008,0.4997521070897372,LOW_SNR,262144,blackman,10,11,0.9914204003813155,0.2015888778550149,9.0,804.0,203.0
3001,75,0.024991669443518827,HIGH_SNR,65536,hann,9,2,0.6615969581749049,0.6756756756756757,89.0,24.0,50.0
3001,75,0.024991669443518827,HIGH_SNR,65536,hann,9,3,0.8365019011406845,0.6756756756756757,43.0,24.0,50.0
3001,75,0.024991669443518827,HIGH_SNR,65536,hann,9,4,0.9467680608365019,0.6756756756756757,14.0,24.0,50.0
3001,75,0.024991669443518827,HIGH_SNR,65536,hann,9,5,0.9505703422053232,0.6756756756756757,13.0,24.0,50.0
3001,75,0.024991669443518827,HIGH_SNR,65536,hann,9,6,0.9505703422053232,0.6756756756756757,13.0,24.0,50.0
3001,75,0.024991669443518827,HIGH_SNR,65536,hann,9,7,0.9505703422053232,0.6756756756756757,13.0,24.0,50.0
3001,75,0.024991669443518827,HIGH_SNR,65536,hann,9,8,0.9505703422053232,0.6756756756756757,13.0,24.0,50.0
3001,75,0.024991669443518827,HIGH_SNR,65536,hann,9,9,0.9505703422053232,0.6756756756756757,13.0,24.0,50.0
3001,75,0.024991669443518827,HIGH_SNR,65536,hann,9,10,0.9505703422053232,0.6756756756756757,13.0,24.0,50.0
3001,75,0.024991669443518827,HIGH_SNR,65536,hamming,9,2,0.688212927756654,0.7027027027027027,82.0,22.0,52.0
3001,75,0.024991669443518827,HIGH_SNR,65536,hamming,9,3,0.8631178707224335,0.7027027027027027,36.0,22.0,52.0
3001,75,0.024991669443518827,HIGH_SNR,65536,hamming,9,4,0.9543726235741445,0.7027027027027027,12.0,22.0,52.0
3001,75,0.024991669443518827,HIGH_SNR,65536,hamming,9,5,0.9581749049429658,0.7027027027027027,11.0,22.0,52.0
3001,75,0.024991669443518827,HIGH_SNR,65536,hamming,9,6,0.9581749049429658,0.7027027027027027,11.0,22.0,52.0
3001,75,0.024991669443518827,HIGH_SNR,65536,hamming,9,7,0.9581749049429658,0.7027027027027027,11.0,22.0,52.0
3001,75,0.024991669443518827,HIGH_SNR,65536,hamming,9,8,0.9581749049429658,0.7027027027027027,11.0,22.0,52.0
3001,75,0.024991669443518827,HIGH_SNR,65536,hamming,9,9,0.9581749049429658,0.7027027027027027,11.0,22.0,52.0
3001,75,0.024991669443518827,HIGH_SNR,65536,hamming,9,10,0.9581749049429658,0.7027027027027027,11.0,22.0,52.0
3001,75,0.024991669443518827,HIGH_SNR,65536,blackman,9,2,0.596958174904943,0.5945945945945946,106.0,30.0,44.0
3001,75,0.024991669443518827,HIGH_SNR,65536,blackman,9,3,0.7680608365019012,0.5945945945945946,61.0,30.0,44.0
3001,75,0.024991669443518827,HIGH_SNR,65536,blackman,9,4,0.8935361216730038,0.5945945945945946,28.0,30.0,44.0
