N,r,rho,regime,L,window,validated_R,R,precision,recall,FP,FN,TP
997,498,0.49949849548645936,LOW_SNR,262144,hamming,10,3,0.9609151572926596,0.42655935613682094,41.0,285.0,212.0
997,498,0.49949849548645936,LOW_SNR,262144,hamming,10,4,0.9895138226882746,0.42655935613682094,11.0,285.0,212.0
997,498,0.49949849548645936,LOW_SNR,262144,hamming,10,5,0.9914204003813155,0.42655935613682094,9.0,285.0,212.0
997,498,0.49949849548645936,LOW_SNR,262144,hamming,10,6,0.9914204003813155,0.42655935613682094,9.0,285.0,212.0
997,498,0.49949849548645936,LOW_SNR,262144,hamming,10,7,0.9914204003813155,0.42655935613682094,9.0,285.0,212.0
997,498,0.49949849548645936,LOW_SNR,262144,hamming,10,8,0.9914204003813155,0.42655935613682094,9.0,285.0,212.0
997,498,0.49949849548645936,LOW_SNR,262144,hamming,10,9,0.9914204003813155,0.42655935613682094,9.0,285.0,212.0
997,498,0.49949849548645936,LOW_SNR,262144,hamming,10,10,0.9914204003813155,0.42655935613682094,9.0,285.0,212.0
997,498,0.49949849548645936,LOW_SNR,262144,hamming,10,11,0.9914204003813155,0.42655935613682094,9.0,285.0,212.0
997,498,0.49949849548645936,LOW_SNR,262144,blackman,10,2,0.7283126787416587,0.3501006036217304,285.0,323.0,174.0
997,498,0.49949849548645936,LOW_SNR,262144,blackman,10,3,0.894184938036225,0.3501006036217304,111.0,323.0,174.0
997,498,0.49949849548645936,LOW_SNR,262144,blackman,10,4,0.9723546234509056,0.3501006036217304,29.0,323.0,174.0
997,498,0.49949849548645936,LOW_SNR,262144,blackman,10,5,0.9857006673021925,0.3501006036217304,15.0,323.0,174.0
997,498,0.49949849548645936,LOW_SNR,262144,blackman,10,6,0.9895138226882746,0.3501006036217304,11.0,323.0,174.0
997,498,0.49949849548645936,LOW_SNR,262144,blackman,10,7,0.9895138226882746,0.3501006036217304,11.0,323.0,174.0
997,498,0.49949849548645936,LOW_SNR,262144,blackman,10,8,0.9895138226882746,0.3501006036217304,11.0,323.0,174.0
997,498,0.49949849548645936,LOW_SNR,262144,blackman,10,9,0.9895138226882746,0.3501006036217304,11.0,323.0,174.0
997,498,0.49949849548645936,LOW_SNR,262144,blackman,10,10,0.9895138226882746,0.3501006036217304,11.0,323.0,174.0
997,498,0.49949849548645936,LOW_SNR,262144,blackman,10,11,0.9895138226882746,0.3501006036217304,11.0,323.0,174.0
1009,28,0.027750247770069375,HIGH_SNR,65536,hann,9,2,0.5133079847908745,1.0,128.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,65536,hann,9,3,0.688212927756654,1.0,82.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,65536,hann,9,4,0.7832699619771863,1.0,57.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,65536,hann,9,5,0.8517110266159695,1.0,39.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,65536,hann,9,6,0.9201520912547528,1.0,21.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,65536,hann,9,7,0.9505703422053232,1.0,13.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,65536,hann,9,8,0.9505703422053232,1.0,13.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,65536,hann,9,9,0.9505703422053232,1.0,13.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,65536,hann,9,10,0.9505703422053232,1.0,13.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,65536,hamming,9,2,0.5133079847908745,1.0,128.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,65536,hamming,9,3,0.7034220532319392,1.0,78.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,65536,hamming,9,4,0.8060836501901141,1.0,51.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,65536,hamming,9,5,0.8745247148288974,1.0,33.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,65536,hamming,9,6,0.9429657794676806,1.0,15.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,65536,hamming,9,7,0.9581749049429658,1.0,11.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,65536,hamming,9,8,0.9581749049429658,1.0,11.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,65536,hamming,9,9,0.9581749049429658,1.0,11.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,65536,hamming,9,10,0.9581749049429658,1.0,11.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,65536,blackman,9,2,0.4866920152091255,1.0,135.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,65536,blackman,9,3,0.6463878326996197,1.0,93.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,65536,blackman,9,4,0.714828897338403,1.0,75.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,65536,blackman,9,5,0.7832699619771863,1.0,57.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,65536,blackman,9,6,0.8517110266159695,1.0,39.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,65536,blackman,9,7,0.9201520912547528,1.0,21.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,65536,blackman,9,8,0.9505703422053232,1.0,13.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,65536,blackman,9,9,0.9505703422053232,1.0,13.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,65536,blackman,9,10,0.9505703422053232,1.0,13.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,131072,hann,9,2,0.2571428571428571,1.0,390.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,131072,hann,9,3,0.36,1.0,336.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,131072,hann,9,4,0.46285714285714286,1.0,282.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,131072,hann,9,5,0.5657142857142857,1.0,228.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,131072,hann,9,6,0.6685714285714286,1.0,174.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,131072,hann,9,7,0.7504761904761905,1.0,131.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,131072,hann,9,8,0.7733333333333333,1.0,119.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,131072,hann,9,9,0.8076190476190476,1.0,101.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,131072,hann,9,10,0.8419047619047619,1.0,83.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,131072,hann,9,11,0.8761904761904762,1.0,65.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,131072,hamming,9,2,0.2571428571428571,1.0,390.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,131072,hamming,9,3,0.36,1.0,336.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,131072,hamming,9,4,0.46285714285714286,1.0,282.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,131072,hamming,9,5,0.5657142857142857,1.0,228.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,131072,hamming,9,6,0.6685714285714286,1.0,174.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,131072,hamming,9,7,0.7219047619047619,1.0,146.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,131072,hamming,9,8,0.7295238095238096,1.0,142.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,131072,hamming,9,9,0.7409523809523809,1.0,136.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,131072,hamming,9,10,0.7409523809523809,1.0,136.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,131072,hamming,9,11,0.7409523809523809,1.0,136.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,131072,blackman,9,2,0.2571428571428571,1.0,390.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,131072,blackman,9,3,0.36,1.0,336.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,131072,blackman,9,4,0.46285714285714286,1.0,282.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,131072,blackman,9,5,0.5657142857142857,1.0,228.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,131072,blackman,9,6,0.6685714285714286,1.0,174.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,131072,blackman,9,7,0.7714285714285715,1.0,120.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,131072,blackman,9,8,0.8742857142857143,1.0,66.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,131072,blackman,9,9,0.9257142857142857,1.0,39.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,131072,blackman,9,10,0.96,1.0,21.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,131072,blackman,9,11,0.96,1.0,21.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,262144,hann,10,2,0.12869399428026693,1.0,914.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,262144,hann,10,3,0.1801715919923737,1.0,860.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,262144,hann,10,4,0.23164918970448045,1.0,806.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,262144,hann,10,5,0.2831267874165872,1.0,752.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,262144,hann,10,6,0.334604385128694,1.0,698.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,262144,hann,10,7,0.38608198284080075,1.0,644.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,262144,hann,10,8,0.43183984747378457,1.0,596.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,262144,hann,10,9,0.4833174451858913,1.0,542.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,262144,hann,10,10,0.5347950428979981,1.0,488.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,262144,hann,10,11,0.5862726406101049,1.0,434.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,262144,hamming,10,2,0.12869399428026693,1.0,914.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,262144,hamming,10,3,0.1801715919923737,1.0,860.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,262144,hamming,10,4,0.23164918970448045,1.0,806.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,262144,hamming,10,5,0.2831267874165872,1.0,752.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,262144,hamming,10,6,0.334604385128694,1.0,698.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,262144,hamming,10,7,0.37273593898951385,1.0,658.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,262144,hamming,10,8,0.38036224976167776,1.0,650.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,262144,hamming,10,9,0.39752144899904673,1.0,632.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,262144,hamming,10,10,0.40324118207816967,1.0,626.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,262144,hamming,10,11,0.4051477597712107,1.0,624.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,262144,blackman,10,2,0.12869399428026693,1.0,914.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,262144,blackman,10,3,0.1801715919923737,1.0,860.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,262144,blackman,10,4,0.23164918970448045,1.0,806.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,262144,blackman,10,5,0.2831267874165872,1.0,752.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,262144,blackman,10,6,0.334604385128694,1.0,698.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,262144,blackman,10,7,0.38608198284080075,1.0,644.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,262144,blackman,10,8,0.43755958055290756,1.0,590.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,262144,blackman,10,9,0.4890371782650143,1.0,536.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,262144,blackman,10,10,0.540514775977121,1.0,482.0,0.0,27.0
1009,28,0.027750247770069375,HIGH_SNR,262144,blackman,10,11,0.5843660629170638,1.0,436.0,0.0,27.0
1009,252,0.24975222993062438,TRANSITION,65536,hann,9,2,0.8326996197718631,0.20318725099601595,44.0,200.0,51.0
1009,252,0.24975222993062438,TRANSITION,65536,hann,9,3,0.9619771863117871,0.20318725099601595,10.0,200.0,51.0
1009,252,0.24975222993062438,TRANSITION,65536,hann,9,4,0.9923954372623575,0.20318725099601595,2.0,200.0,51.0
1009,252,0.24975222993062438,TRANSITION,65536,hann,9,5,1.0,0.20318725099601595,0.0,200.0,51.0
1009,252,0.24975222993062438,TRANSITION,65536,hann,9,6,1.0,0.20318725099601595,0.0,200.0,51.0
1009,252,0.24975222993062438,TRANSITION,65536,hann,9,7,1.0,0.20318725099601595,0.0,200.0,51.0
1009,252,0.24975222993062438,TRANSITION,65536,hann,9,8,1.0,0.20318725099601595,0.0,200.0,51.0
1009,252,0.24975222993062438,TRANSITION,65536,hann,9,9,1.0,0.20318725099601595,0.0,200.0,51.0
1009,252,0.24975222993062438,TRANSITION,65536,hann,9,10,1.0,0.20318725099601595,0.0,200.0,51.0
1009,252,0.24975222993062438,TRANSITION,65536,hamming,9,2,0.8745247148288974,0.21912350597609562,33.0,196.0,55.0
1009,252,0.24975222993062438,TRANSITION,65536,hamming,9,3,0.973384030418251,0.21912350597609562,7.0,196.0,55.0
1009,252,0.24975222993062438,TRANSITION,65536,hamming,9,4,0.9885931558935361,0.21912350597609562,3.0,196.0,55.0
1009,252,0.24975222993062438,TRANSITION,65536,hamming,9,5,0.9961977186311787,0.21912350597609562,1.0,196.0,55.0
1009,252,0.24975222993062438,TRANSITION,65536,hamming,9,6,0.9961977186311787,0.21912350597609562,1.0,196.0,55.0
1009,252,0.24975222993062438,TRANSITION,65536,hamming,9,7,0.9961977186311787,0.21912350597609562,1.0,196.0,55.0
1009,252,0.24975222993062438,TRANSITION,65536,hamming,9,8,0.9961977186311787,0.21912350597609562,1.0,196.0,55.0
1009,252,0.24975222993062438,TRANSITION,65536,hamming,9,9,0.9961977186311787,0.21912350597609562,1.0,196.0,55.0
1009,252,0.24975222993062438,TRANSITION,65536,hamming,9,10,0.9961977186311787,0.21912350597609562,1.0,196.0,55.0
1009,252,0.24975222993062438,TRANSITION,65536,blackman,9,2,0.7718631178707225,0.1952191235059761,60.0,202.0,49.0
1009,252,0.24975222993062438,TRANSITION,65536,blackman,9,3,0.9239543726235742,0.1952191235059761,20.0,202.0,49.0
1009,252,0.24975222993062438,TRANSITION,65536,blackman,9,4,0.9847908745247148,0.1952191235059761,4.0,202.0,49.0
1009,252,0.24975222993062438,TRANSITION,65536,blackman,9,5,0.9923954372623575,0.1952191235059761,2.0,202.0,49.0
1009,252,0.24975222993062438,TRANSITION,65536,blackman,9,6,1.0,0.1952191235059761,0.0,202.0,49.0
1009,252,0.24975222993062438,TRANSITION,65536,blackman,9,7,1.0,0.1952191235059761,0.0,202.0,49.0
1009,252,0.24975222993062438,TRANSITION,65536,blackman,9,8,1.0,0.1952191235059761,0.0,202.0,49.0
1009,252,0.24975222993062438,TRANSITION,65536,blackman,9,9,1.0,0.1952191235059761,0.0,202.0,49.0
1009,252,0.24975222993062438,TRANSITION,65536,blackman,9,10,1.0,0.1952191235059761,0.0,202.0,49.0
1009,252,0.24975222993062438,TRANSITION,131072,hann,9,2,0.7466666666666667,0.3784860557768924,133.0,156.0,95.0
1009,252,0.24975222993062438,TRANSITION,131072,hann,9,3,0.9142857142857143,0.3784860557768924,45.0,156.0,95.0
1009,252,0.24975222993062438,TRANSITION,131072,hann,9,4,0.979047619047619,0.3784860557768924,11.0,156.0,95.0
1009,252,0.24975222993062438,TRANSITION,131072,hann,9,5,0.9866666666666667,0.3784860557768924,7.0,156.0,95.0
1009,252,0.24975222993062438,TRANSITION,131072,hann,9,6,0.9904761904761905,0.3784860557768924,5.0,156.0,95.0
1009,252,0.24975222993062438,TRANSITION,131072,hann,9,7,0.9904761904761905,0.3784860557768924,5.0,156.0,95.0
1009,252,0.24975222993062438,TRANSITION,131072,hann,9,8,0.9904761904761905,0.3784860557768924,5.0,156.0,95.0
1009,252,0.24975222993062438,TRANSITION,131072,hann,9,9,0.9904761904761905,0.3784860557768924,5.0,156.0,95.0
1009,252,0.24975222993062438,TRANSITION,131072,hann,9,10,0.9904761904761905,0.3784860557768924,5.0,156.0,95.0
1009,252,0.24975222993062438,TRANSITION,131072,hann,9,11,0.9904761904761905,0.3784860557768924,5.0,156.0,95.0
1009,252,0.24975222993062438,TRANSITION,131072,hamming,9,2,0.8,0.4103585657370518,105.0,148.0,103.0
1009,252,0.24975222993062438,TRANSITION,131072,hamming,9,3,0.9523809523809523,0.4103585657370518,25.0,148.0,103.0
1009,252,0.24975222993062438,TRANSITION,131072,hamming,9,4,0.9866666666666667,0.4103585657370518,7.0,148.0,103.0
1009,252,0.24975222993062438,TRANSITION,131072,hamming,9,5,0.9904761904761905,0.4103585657370518,5.0,148.0,103.0
1009,252,0.24975222993062438,TRANSITION,131072,hamming,9,6,0.9904761904761905,0.4103585657370518,5.0,148.0,103.0
1009,252,0.24975222993062438,TRANSITION,131072,hamming,9,7,0.9904761904761905,0.4103585657370518,5.0,148.0,103.0
1009,252,0.24975222993062438,TRANSITION,131072,hamming,9,8,0.9904761904761905,0.4103585657370518,5.0,148.0,103.0
1009,252,0.24975222993062438,TRANSITION,131072,hamming,9,9,0.9904761904761905,0.4103585657370518,5.0,148.0,103.0
1009,252,0.24975222993062438,TRANSITION,131072,hamming,9,10,0.9904761904761905,0.4103585657370518,5.0,148.0,103.0
1009,252,0.24975222993062438,TRANSITION,131072,hamming,9,11,0.9904761904761905,0.4103585657370518,5.0,148.0,103.0
1009,252,0.24975222993062438,TRANSITION,131072,blackman,9,2,0.6895238095238095,0.32270916334661354,163.0,170.0,81.0
1009,252,0.24975222993062438,TRANSITION,131072,blackman,9,3,0.8761904761904762,0.32270916334661354,65.0,170.0,81.0
1009,252,0.24975222993062438,TRANSITION,131072,blackman,9,4,0.9676190476190476,0.32270916334661354,17.0,170.0,81.0
1009,252,0.24975222993062438,TRANSITION,131072,blackman,9,5,0.9828571428571429,0.32270916334661354,9.0,170.0,81.0
1009,252,0.24975222993062438,TRANSITION,131072,blackman,9,6,0.9866666666666667,0.32270916334661354,7.0,170.0,81.0
1009,252,0.24975222993062438,TRANSITION,131072,blackman,9,7,0.9904761904761905,0.32270916334661354,5.0,170.0,81.0
1009,252,0.24975222993062438,TRANSITION,131072,blackman,9,8,0.9904761904761905,0.32270916334661354,5.0,170.0,81.0
1009,252,0.24975222993062438,TRANSITION,131072,blackman,9,9,0.9904761904761905,0.32270916334661354,5.0,170.0,81.0
1009,252,0.24975222993062438,TRANSITION,131072,blackman,9,10,0.9904761904761905,0.32270916334661354,5.0,170.0,81.0
1009,252,0.24975222993062438,TRANSITION,131072,blackman,9,11,0.9904761904761905,0.32270916334661354,5.0,170.0,81.0
1009,252,0.24975222993062438,TRANSITION,262144,hann,10,2,0.6768350810295519,0.6254980079681275,339.0,94.0,157.0
1009,252,0.24975222993062438,TRANSITION,262144,hann,10,3,0.8617731172545281,0.6254980079681275,145.0,94.0,157.0
1009,252,0.24975222993062438,TRANSITION,262144,hann,10,4,0.9609151572926596,0.6254980079681275,41.0,94.0,157.0
1009,252,0.24975222993062438,TRANSITION,262144,hann,10,5,0.9914204003813155,0.6254980079681275,9.0,94.0,157.0
1009,252,0.24975222993062438,TRANSITION,262144,hann,10,6,0.9933269780743565,0.6254980079681275,7.0,94.0,157.0
1009,252,0.24975222993062438,TRANSITION,262144,hann,10,7,0.9933269780743565,0.6254980079681275,7.0,94.0,157.0
1009,252,0.24975222993062438,TRANSITION,262144,hann,10,8,0.9933269780743565,0.6254980079681275,7.0,94.0,157.0
1009,252,0.24975222993062438,TRANSITION,262144,hann,10,9,0.9933269780743565,0.6254980079681275,7.0,94.0,157.0
1009,252,0.24975222993062438,TRANSITION,262144,hann,10,10,0.9933269780743565,0.6254980079681275,7.0,94.0,157.0
1009,252,0.24975222993062438,TRANSITION,262144,hann,10,11,0.9933269780743565,0.6254980079681275,7.0,94.0,157.0
1009,252,0.24975222993062438,TRANSITION,262144,hamming,10,2,0.7149666348903718,0.649402390438247,299.0,88.0,163.0
1009,252,0.24975222993062438,TRANSITION,262144,hamming,10,3,0.897998093422307,0.649402390438247,107.0,88.0,163.0
1009,252,0.24975222993062438,TRANSITION,262144,hamming,10,4,0.9799809342230696,0.649402390438247,21.0,88.0,163.0
1009,252,0.24975222993062438,TRANSITION,262144,hamming,10,5,0.9914204003813155,0.649402390438247,9.0,88.0,163.0
1009,252,0.24975222993062438,TRANSITION,262144,hamming,10,6,0.9933269780743565,0.649402390438247,7.0,88.0,163.0
1009,252,0.24975222993062438,TRANSITION,262144,hamming,10,7,0.9933269780743565,0.649402390438247,7.0,88.0,163.0
1009,252,0.24975222993062438,TRANSITION,262144,hamming,10,8,0.9933269780743565,0.649402390438247,7.0,88.0,163.0
1009,252,0.24975222993062438,TRANSITION,262144,hamming,10,9,0.9933269780743565,0.649402390438247,7.0,88.0,163.0
1009,252,0.24975222993062438,TRANSITION,262144,hamming,10,10,0.9933269780743565,0.649402390438247,7.0,88.0,163.0
1009,252,0.24975222993062438,TRANSITION,262144,hamming,10,11,0.9933269780743565,0.649402390438247,7.0,88.0,163.0
1009,252,0.24975222993062438,TRANSITION,262144,blackman,10,2,0.6253574833174452,0.5697211155378487,393.0,108.0,143.0
1009,252,0.24975222993062438,TRANSITION,262144,blackman,10,3,0.8083889418493804,0.5697211155378487,201.0,108.0,143.0
1009,252,0.24975222993062438,TRANSITION,262144,blackman,10,4,0.9227836034318398,0.5697211155378487,81.0,108.0,143.0
1009,252,0.24975222993062438,TRANSITION,262144,blackman,10,5,0.9818875119161106,0.5697211155378487,19.0,108.0,143.0
1009,252,0.24975222993062438,TRANSITION,262144,blackman,10,6,0.9895138226882746,0.5697211155378487,11.0,108.0,143.0
1009,252,0.24975222993062438,TRANSITION,262144,blackman,10,7,0.9914204003813155,0.5697211155378487,9.0,108.0,143.0
1009,252,0.24975222993062438,TRANSITION,262144,blackman,10,8,0.9914204003813155,0.5697211155378487,9.0,108.0,143.0
1009,252,0.24975222993062438,TRANSITION,262144,blackman,10,9,0.9914204003813155,0.5697211155378487,9.0,108.0,143.0
1009,252,0.24975222993062438,TRANSITION,262144,blackman,10,10,0.9914204003813155,0.5697211155378487,9.0,108.0,143.0
1009,252,0.24975222993062438,TRANSITION,262144,blackman,10,11,0.9914204003813155,0.5697211155378487,9.0,108.0,143.0
1009,504,0.49950445986124875,LOW_SNR,65536,hann,9,2,0.8060836501901141,0.10139165009940358,51.0,452.0,51.0
1009,504,0.49950445986124875,LOW_SNR,65536,hann,9,3,0.9201520912547528,0.10139165009940358,21.0,452.0,51.0
1009,504,0.49950445986124875,LOW_SNR,65536,hann,9,4,0.9505703422053232,0.10139165009940358,13.0,452.0,51.0
1009,504,0.49950445986124875,LOW_SNR,65536,hann,9,5,0.973384030418251,0.10139165009940358,7.0,452.0,51.0
1009,504,0.49950445986124875,LOW_SNR,65536,hann,9,6,0.973384030418251,0.10139165009940358,7.0,452.0,51.0
1009,504,0.49950445986124875,LOW_SNR,65536,hann,9,7,0.973384030418251,0.10139165009940358,7.0,452.0,51.0
1009,504,0.49950445986124875,LOW_SNR,65536,hann,9,8,0.973384030418251,0.10139165009940358,7.0,452.0,51.0
1009,504,0.49950445986124875,LOW_SNR,65536,hann,9,9,0.973384030418251,0.10139165009940358,7.0,452.0,51.0
1009,504,0.49950445986124875,LOW_SNR,65536,hann,9,10,0.973384030418251,0.10139165009940358,7.0,452.0,51.0
1009,504,0.49950445986124875,LOW_SNR,65536,hamming,9,2,0.844106463878327,0.13320079522862824,41.0,436.0,67.0
1009,504,0.49950445986124875,LOW_SNR,65536,hamming,9,3,0.9505703422053232,0.13320079522862824,13.0,436.0,67.0
1009,504,0.49950445986124875,LOW_SNR,65536,hamming,9,4,0.973384030418251,0.13320079522862824,7.0,436.0,67.0
1009,504,0.49950445986124875,LOW_SNR,65536,hamming,9,5,0.973384030418251,0.13320079522862824,7.0,436.0,67.0
1009,504,0.49950445986124875,LOW_SNR,65536,hamming,9,6,0.973384030418251,0.13320079522862824,7.0,436.0,67.0
1009,504,0.49950445986124875,LOW_SNR,65536,hamming,9,7,0.973384030418251,0.13320079522862824,7.0,436.0,67.0
1009,504,0.49950445986124875,LOW_SNR,65536,hamming,9,8,0.973384030418251,0.13320079522862824,7.0,436.0,67.0
1009,504,0.49950445986124875,LOW_SNR,65536,hamming,9,9,0.973384030418251,0.13320079522862824,7.0,436.0,67.0
1009,504,0.49950445986124875,LOW_SNR,65536,hamming,9,10,0.973384030418251,0.13320079522862824,7.0,436.0,67.0
1009,504,0.49950445986124875,LOW_SNR,65536,blackman,9,2,0.7718631178707225,0.09343936381709742,60.0,456.0,47.0
1009,504,0.49950445986124875,LOW_SNR,65536,blackman,9,3,0.8973384030418251,0.09343936381709742,27.0,456.0,47.0
1009,504,0.49950445986124875,LOW_SNR,65536,blackman,9,4,0.9429657794676806,0.09343936381709742,15.0,456.0,47.0
1009,504,0.49950445986124875,LOW_SNR,65536,blackman,9,5,0.9657794676806084,0.09343936381709742,9.0,456.0,47.0
1009,504,0.49950445986124875,LOW_SNR,65536,blackman,9,6,0.9657794676806084,0.09343936381709742,9.0,456.0,47.0
1009,504,0.49950445986124875,LOW_SNR,65536,blackman,9,7,0.9657794676806084,0.09343936381709742,9.0,456.0,47.0
1009,504,0.49950445986124875,LOW_SNR,65536,blackman,9,8,0.9657794676806084,0.09343936381709742,9.0,456.0,47.0
1009,504,0.49950445986124875,LOW_SNR,65536,blackman,9,9,0.9657794676806084,0.09343936381709742,9.0,456.0,47.0
1009,504,0.49950445986124875,LOW_SNR,65536,blackman,9,10,0.9657794676806084,0.09343936381709742,9.0,456.0,47.0
1009,504,0.49950445986124875,LOW_SNR,131072,hann,9,2,0.8247619047619048,0.23260437375745527,92.0,386.0,117.0
1009,504,0.49950445986124875,LOW_SNR,131072,hann,9,3,0.940952380952381,0.23260437375745527,31.0,386.0,117.0
1009,504,0.49950445986124875,LOW_SNR,131072,hann,9,4,0.9714285714285714,0.23260437375745527,15.0,386.0,117.0
1009,504,0.49950445986124875,LOW_SNR,131072,hann,9,5,0.9828571428571429,0.23260437375745527,9.0,386.0,117.0
1009,504,0.49950445986124875,LOW_SNR,131072,hann,9,6,0.9828571428571429,0.23260437375745527,9.0,386.0,117.0
1009,504,0.49950445986124875,LOW_SNR,131072,hann,9,7,0.9828571428571429,0.23260437375745527,9.0,386.0,117.0
1009,504,0.49950445986124875,LOW_SNR,131072,hann,9,8,0.9828571428571429,0.23260437375745527,9.0,386.0,117.0
1009,504,0.49950445986124875,LOW_SNR,131072,hann,9,9,0.9828571428571429,0.23260437375745527,9.0,386.0,117.0
1009,504,0.49950445986124875,LOW_SNR,131072,hann,9,10,0.9828571428571429,0.23260437375745527,9.0,386.0,117.0
1009,504,0.49950445986124875,LOW_SNR,131072,hann,9,11,0.9828571428571429,0.23260437375745527,9.0,386.0,117.0
1009,504,0.49950445986124875,LOW_SNR,131072,hamming,9,2,0.8723809523809524,0.25646123260437376,67.0,374.0,129.0
